1777864605.532839 server started (26101): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1777864605.532857 on Linux 6.17.0-22-generic #22~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Thu Mar 26 15:25:54 UTC 2
1777864605.532862 using libevent 2.1.12-stable poll
1777864605.532865 using ncurses 6.4 20240113
1777864605.547803 yylex_token: end at WS
1777864605.547805 yylex_token: run
1777864605.547807 yylex_token: end at ;
1777864605.547808 yylex_token: -d0.3
1777864605.547810 yylex_token: end at WS
1777864605.547812 yylex_token: send
1777864605.547814 yylex_token: end at WS
1777864605.547815 yylex_token: -X
1777864605.547817 yylex_token: end at WS
1777864605.547819 yylex_token: copy-pipe-and-cancel
1777864605.547821 cmd_parse_build_commands 0:0: bind
1777864605.547823 cmd_parse_build_commands 0:1: -Tcopy-mode
1777864605.547825 cmd_parse_build_commands 0:2: TripleClick1Pane
1777864605.547827 cmd_parse_build_commands 0:3 0:0: select-pane
1777864605.547831 cmd_parse_build_commands 0:3 1:0: send
1777864605.547833 cmd_parse_build_commands 0:3 1:1: -X
1777864605.547835 cmd_parse_build_commands 0:3 1:2: select-line
1777864605.547836 cmd_parse_build_commands 0:3 2:0: run
1777864605.547838 cmd_parse_build_commands 0:3 2:1: -d0.3
1777864605.547840 cmd_parse_build_commands 0:3 3:0: send
1777864605.547841 cmd_parse_build_commands 0:3 3:1: -X
1777864605.547843 cmd_parse_build_commands 0:3 3:2: copy-pipe-and-cancel
1777864605.547846 cmd_parse_build_commands 0:0: select-pane
1777864605.547848 cmd_parse_build_commands 1:0: send
1777864605.547850 cmd_parse_build_commands 1:1: -X
1777864605.547852 cmd_parse_build_commands 1:2: select-line
1777864605.547853 cmd_parse_build_commands 2:0: run
1777864605.547854 cmd_parse_build_commands 2:1: -d0.3
1777864605.547856 cmd_parse_build_commands 3:0: send
1777864605.547857 cmd_parse_build_commands 3:1: -X
1777864605.547858 cmd_parse_build_commands 3:2: copy-pipe-and-cancel
1777864605.547861 args_parse: flags end at 1 of 1
1777864605.547863 args_parse_flags: next -X
1777864605.547864 args_parse_flags: -X
1777864605.547865 args_parse_flags: next select-line
1777864605.547866 args_parse: flags end at 2 of 3
1777864605.547868 args_parse: 2 = select-line (type STRING)
1777864605.547870 args_parse_flags: next -d0.3
1777864605.547871 args_parse_flag_argument: -d = 0.3
1777864605.547872 args_parse: flags end at 2 of 2
1777864605.547874 args_parse_flags: next -X
1777864605.547875 args_parse_flags: -X
1777864605.547877 args_parse_flags: next copy-pipe-and-cancel
1777864605.547878 args_parse: flags end at 2 of 3
1777864605.547879 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1777864605.547883 cmd_parse_build_commands: select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1777864605.547884 args_parse_flags: next -Tcopy-mode
1777864605.547885 args_parse_flag_argument: -T = copy-mode
1777864605.547887 args_parse_flags: next TripleClick1Pane
1777864605.547888 args_parse: flags end at 2 of 4
1777864605.547889 args_parse: 2 = TripleClick1Pane (type STRING)
1777864605.547892 args_parse: 3 = select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel (type COMMANDS)
1777864605.547896 cmd_parse_build_commands: bind-key -T copy-mode TripleClick1Pane { select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1777864605.547898 cmdq_get_command: [bind-key/0x5a432ded44b0] group 1625
1777864605.547899 cmdq_append <global>: [bind-key/0x5a432ded44b0]
1777864605.547904 yylex_token: end at WS
1777864605.547905 yylex_token: bind
1777864605.547906 yylex_token: end at WS
1777864605.547908 yylex_token: -Tcopy-mode
1777864605.547909 yylex_token: end at WS
1777864605.547910 yylex_token: NPage
1777864605.547911 yylex_token: end at WS
1777864605.547912 yylex_token: send
1777864605.547913 yylex_token: end at WS
1777864605.547914 yylex_token: -X
1777864605.547916 yylex_token: end at WS
1777864605.547917 yylex_token: page-down
1777864605.547919 cmd_parse_build_commands 0:0: bind
1777864605.547920 cmd_parse_build_commands 0:1: -Tcopy-mode
1777864605.547921 cmd_parse_build_commands 0:2: NPage
1777864605.547922 cmd_parse_build_commands 0:3 0:0: send
1777864605.547924 cmd_parse_build_commands 0:3 0:1: -X
1777864605.547925 cmd_parse_build_commands 0:3 0:2: page-down
1777864605.547926 cmd_parse_build_commands 0:0: send
1777864605.547928 cmd_parse_build_commands 0:1: -X
1777864605.547929 cmd_parse_build_commands 0:2: page-down
1777864605.547931 args_parse_flags: next -X
1777864605.547932 args_parse_flags: -X
1777864605.547933 args_parse_flags: next page-down
1777864605.547934 args_parse: flags end at 2 of 3
1777864605.547936 args_parse: 2 = page-down (type STRING)
1777864605.547937 cmd_parse_build_commands: send-keys -X page-down
1777864605.547939 args_parse_flags: next -Tcopy-mode
1777864605.547940 args_parse_flag_argument: -T = copy-mode
1777864605.547941 args_parse_flags: next NPage
1777864605.547942 args_parse: flags end at 2 of 4
1777864605.547944 args_parse: 2 = NPage (type STRING)
1777864605.547948 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1777864605.547951 cmd_parse_build_commands: bind-key -T copy-mode NPage { send-keys -X page-down }
1777864605.547953 cmdq_get_command: [bind-key/0x5a432ded26e0] group 1636
1777864605.547954 cmdq_append <global>: [bind-key/0x5a432ded26e0]
1777864605.547956 yylex_token: end at WS
1777864605.547957 yylex_token: bind
1777864605.547958 yylex_token: end at WS
1777864605.547959 yylex_token: -Tcopy-mode
1777864605.547962 yylex_token: end at WS
1777864605.547966 yylex_token: PPage
1777864605.547968 yylex_token: end at WS
1777864605.547969 yylex_token: send
1777864605.547970 yylex_token: end at WS
1777864605.547975 yylex_token: -X
1777864605.547976 yylex_token: end at WS
1777864605.547977 yylex_token: page-up
1777864605.547979 cmd_parse_build_commands 0:0: bind
1777864605.547980 cmd_parse_build_commands 0:1: -Tcopy-mode
1777864605.547981 cmd_parse_build_commands 0:2: PPage
1777864605.547983 cmd_parse_build_commands 0:3 0:0: send
1777864605.547984 cmd_parse_build_commands 0:3 0:1: -X
1777864605.547985 cmd_parse_build_commands 0:3 0:2: page-up
1777864605.547987 cmd_parse_build_commands 0:0: send
1777864605.547988 cmd_parse_build_commands 0:1: -X
1777864605.547989 cmd_parse_build_commands 0:2: page-up
1777864605.547991 args_parse_flags: next -X
1777864605.547992 args_parse_flags: -X
1777864605.547993 args_parse_flags: next page-up
1777864605.547995 args_parse: flags end at 2 of 3
1777864605.547996 args_parse: 2 = page-up (type STRING)
1777864605.547998 cmd_parse_build_commands: send-keys -X page-up
1777864605.547999 args_parse_flags: next -Tcopy-mode
1777864605.548000 args_parse_flag_argument: -T = copy-mode
1777864605.548002 args_parse_flags: next PPage
1777864605.548003 args_parse: flags end at 2 of 4
1777864605.548004 args_parse: 2 = PPage (type STRING)
1777864605.548006 args_parse: 3 = send-keys -X page-up (type COMMANDS)
1777864605.548009 cmd_parse_build_commands: bind-key -T copy-mode PPage { send-keys -X page-up }
1777864605.548010 cmdq_get_command: [bind-key/0x5a432ded4610] group 1644
1777864605.548012 cmdq_append <global>: [bind-key/0x5a432ded4610]
1777864605.548013 yylex_token: end at WS
1777864605.548014 yylex_token: bind
1777864605.548016 yylex_token: end at WS
1777864605.548017 yylex_token: -Tcopy-mode
1777864605.548018 yylex_token: end at WS
1777864605.548019 yylex_token: Up
1777864605.548020 yylex_token: end at WS
1777864605.548022 yylex_token: send
1777864605.548023 yylex_token: end at WS
1777864605.548024 yylex_token: -X
1777864605.548025 yylex_token: end at WS
1777864605.548026 yylex_token: cursor-up
1777864605.548028 cmd_parse_build_commands 0:0: bind
1777864605.548029 cmd_parse_build_commands 0:1: -Tcopy-mode
1777864605.548030 cmd_parse_build_commands 0:2: Up
1777864605.548032 cmd_parse_build_commands 0:3 0:0: send
1777864605.548033 cmd_parse_build_commands 0:3 0:1: -X
1777864605.548034 cmd_parse_build_commands 0:3 0:2: cursor-up
1777864605.548035 cmd_parse_build_commands 0:0: send
1777864605.548037 cmd_parse_build_commands 0:1: -X
1777864605.548038 cmd_parse_build_commands 0:2: cursor-up
1777864605.548040 args_parse_flags: next -X
1777864605.548041 args_parse_flags: -X
1777864605.548042 args_parse_flags: next cursor-up
1777864605.548043 args_parse: flags end at 2 of 3
1777864605.548045 args_parse: 2 = cursor-up (type STRING)
1777864605.548046 cmd_parse_build_commands: send-keys -X cursor-up
1777864605.548048 args_parse_flags: next -Tcopy-mode
1777864605.548049 args_parse_flag_argument: -T = copy-mode
1777864605.548050 args_parse_flags: next Up
1777864605.548051 args_parse: flags end at 2 of 4
1777864605.548053 args_parse: 2 = Up (type STRING)
1777864605.548054 args_parse: 3 = send-keys -X cursor-up (type COMMANDS)
1777864605.548057 cmd_parse_build_commands: bind-key -T copy-mode Up { send-keys -X cursor-up }
1777864605.548059 cmdq_get_command: [bind-key/0x5a432ded4a00] group 1652
1777864605.548060 cmdq_append <global>: [bind-key/0x5a432ded4a00]
1777864605.548062 yylex_token: end at WS
1777864605.548063 yylex_token: bind
1777864605.548066 yylex_token: end at WS
1777864605.548068 yylex_token: -Tcopy-mode
1777864605.548069 yylex_token: end at WS
1777864605.548070 yylex_token: Down
1777864605.548071 yylex_token: end at WS
1777864605.548072 yylex_token: send
1777864605.548073 yylex_token: end at WS
1777864605.548075 yylex_token: -X
1777864605.548076 yylex_token: end at WS
1777864605.548077 yylex_token: cursor-down
1777864605.548078 cmd_parse_build_commands 0:0: bind
1777864605.548080 cmd_parse_build_commands 0:1: -Tcopy-mode
1777864605.548081 cmd_parse_build_commands 0:2: Down
1777864605.548082 cmd_parse_build_commands 0:3 0:0: send
1777864605.548083 cmd_parse_build_commands 0:3 0:1: -X
1777864605.548085 cmd_parse_build_commands 0:3 0:2: cursor-down
1777864605.548086 cmd_parse_build_commands 0:0: send
1777864605.548087 cmd_parse_build_commands 0:1: -X
1777864605.548089 cmd_parse_build_commands 0:2: cursor-down
1777864605.548090 args_parse_flags: next -X
1777864605.548092 args_parse_flags: -X
1777864605.548093 args_parse_flags: next cursor-down
1777864605.548094 args_parse: flags end at 2 of 3
1777864605.548095 args_parse: 2 = cursor-down (type STRING)
1777864605.548097 cmd_parse_build_commands: send-keys -X cursor-down
1777864605.548098 args_parse_flags: next -Tcopy-mode
1777864605.548100 args_parse_flag_argument: -T = copy-mode
1777864605.548101 args_parse_flags: next Down
1777864605.548102 args_parse: flags end at 2 of 4
1777864605.548103 args_parse: 2 = Down (type STRING)
1777864605.548105 args_parse: 3 = send-keys -X cursor-down (type COMMANDS)
1777864605.548108 cmd_parse_build_commands: bind-key -T copy-mode Down { send-keys -X cursor-down }
1777864605.548110 cmdq_get_command: [bind-key/0x5a432ded4e30] group 1660
1777864605.548111 cmdq_append <global>: [bind-key/0x5a432ded4e30]
1777864605.548113 yylex_token: end at WS
1777864605.548114 yylex_token: bind
1777864605.548115 yylex_token: end at WS
1777864605.548116 yylex_token: -Tcopy-mode
1777864605.548118 yylex_token: end at WS
1777864605.548119 yylex_token: Left
1777864605.548120 yylex_token: end at WS
1777864605.548121 yylex_token: send
1777864605.548122 yylex_token: end at WS
1777864605.548123 yylex_token: -X
1777864605.548125 yylex_token: end at WS
1777864605.548126 yylex_token: cursor-left
1777864605.548127 cmd_parse_build_commands 0:0: bind
1777864605.548129 cmd_parse_build_commands 0:1: -Tcopy-mode
1777864605.548130 cmd_parse_build_commands 0:2: Left
1777864605.548131 cmd_parse_build_commands 0:3 0:0: send
1777864605.548132 cmd_parse_build_commands 0:3 0:1: -X
1777864605.548134 cmd_parse_build_commands 0:3 0:2: cursor-left
1777864605.548135 cmd_parse_build_commands 0:0: send
1777864605.548136 cmd_parse_build_commands 0:1: -X
1777864605.548138 cmd_parse_build_commands 0:2: cursor-left
1777864605.548140 args_parse_flags: next -X
1777864605.548141 args_parse_flags: -X
1777864605.548142 args_parse_flags: next cursor-left
1777864605.548143 args_parse: flags end at 2 of 3
1777864605.548145 args_parse: 2 = cursor-left (type STRING)
1777864605.548146 cmd_parse_build_commands: send-keys -X cursor-left
1777864605.548148 args_parse_flags: next -Tcopy-mode
1777864605.548149 args_parse_flag_argument: -T = copy-mode
1777864605.548150 args_parse_flags: next Left
1777864605.548151 args_parse: flags end at 2 of 4
1777864605.548153 args_parse: 2 = Left (type STRING)
1777864605.548154 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1777864605.548157 cmd_parse_build_commands: bind-key -T copy-mode Left { send-keys -X cursor-left }
1777864605.548159 cmdq_get_command: [bind-key/0x5a432ded5350] group 1668
1777864605.548160 cmdq_append <global>: [bind-key/0x5a432ded5350]
1777864605.548163 yylex_token: end at WS
1777864605.548165 yylex_token: bind
1777864605.548166 yylex_token: end at WS
1777864605.548167 yylex_token: -Tcopy-mode
1777864605.548168 yylex_token: end at WS
1777864605.548169 yylex_token: Right
1777864605.548171 yylex_token: end at WS
1777864605.548172 yylex_token: send
1777864605.548173 yylex_token: end at WS
1777864605.548174 yylex_token: -X
1777864605.548175 yylex_token: end at WS
1777864605.548179 yylex_token: cursor-right
1777864605.548181 cmd_parse_build_commands 0:0: bind
1777864605.548182 cmd_parse_build_commands 0:1: -Tcopy-mode
1777864605.548183 cmd_parse_build_commands 0:2: Right
1777864605.548184 cmd_parse_build_commands 0:3 0:0: send
1777864605.548186 cmd_parse_build_commands 0:3 0:1: -X
1777864605.548187 cmd_parse_build_commands 0:3 0:2: cursor-right
1777864605.548188 cmd_parse_build_commands 0:0: send
1777864605.548190 cmd_parse_build_commands 0:1: -X
1777864605.548191 cmd_parse_build_commands 0:2: cursor-right
1777864605.548193 args_parse_flags: next -X
1777864605.548194 args_parse_flags: -X
1777864605.548195 args_parse_flags: next cursor-right
1777864605.548196 args_parse: flags end at 2 of 3
1777864605.548198 args_parse: 2 = cursor-right (type STRING)
1777864605.548200 cmd_parse_build_commands: send-keys -X cursor-right
1777864605.548201 args_parse_flags: next -Tcopy-mode
1777864605.548202 args_parse_flag_argument: -T = copy-mode
1777864605.548203 args_parse_flags: next Right
1777864605.548205 args_parse: flags end at 2 of 4
1777864605.548206 args_parse: 2 = Right (type STRING)
1777864605.548208 args_parse: 3 = send-keys -X cursor-right (type COMMANDS)
1777864605.548210 cmd_parse_build_commands: bind-key -T copy-mode Right { send-keys -X cursor-right }
1777864605.548212 cmdq_get_command: [bind-key/0x5a432ded59c0] group 1676
1777864605.548213 cmdq_append <global>: [bind-key/0x5a432ded59c0]
1777864605.548215 yylex_token: end at WS
1777864605.548216 yylex_token: bind
1777864605.548217 yylex_token: end at WS
1777864605.548219 yylex_token: -Tcopy-mode
1777864605.548220 yylex_token: end at WS
1777864605.548221 yylex_token: M-1
1777864605.548222 yylex_token: end at WS
1777864605.548223 yylex_token: command-prompt
1777864605.548225 yylex_token: end at WS
1777864605.548226 yylex_token: -Np(repeat)
1777864605.548227 yylex_token: end at WS
1777864605.548228 yylex_token: -I1
1777864605.548230 yylex_token: end at WS
1777864605.548231 yylex_token: send
1777864605.548232 yylex_token: end at WS
1777864605.548233 yylex_token: -N
1777864605.548234 yylex_token: end at WS
1777864605.548235 yylex_token: %%
1777864605.548237 cmd_parse_build_commands 0:0: bind
1777864605.548238 cmd_parse_build_commands 0:1: -Tcopy-mode
1777864605.548239 cmd_parse_build_commands 0:2: M-1
1777864605.548241 cmd_parse_build_commands 0:3 0:0: command-prompt
1777864605.548242 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1777864605.548243 cmd_parse_build_commands 0:3 0:2: -I1
1777864605.548245 cmd_parse_build_commands 0:3 0:3 0:0: send
1777864605.548246 cmd_parse_build_commands 0:3 0:3 0:1: -N
1777864605.548247 cmd_parse_build_commands 0:3 0:3 0:2: %%
1777864605.548249 cmd_parse_build_commands 0:0: command-prompt
1777864605.548250 cmd_parse_build_commands 0:1: -Np(repeat)
1777864605.548251 cmd_parse_build_commands 0:2: -I1
1777864605.548252 cmd_parse_build_commands 0:3 0:0: send
1777864605.548254 cmd_parse_build_commands 0:3 0:1: -N
1777864605.548255 cmd_parse_build_commands 0:3 0:2: %%
1777864605.548256 cmd_parse_build_commands 0:0: send
1777864605.548258 cmd_parse_build_commands 0:1: -N
1777864605.548259 cmd_parse_build_commands 0:2: %%
1777864605.548261 args_parse_flags: next -N
1777864605.548262 args_parse_flag_argument: -N = %%
1777864605.548263 args_parse: flags end at 3 of 3
1777864605.548265 cmd_parse_build_commands: send-keys -N "%%"
1777864605.548267 args_parse_flags: next -Np(repeat)
1777864605.548268 args_parse_flags: -N
1777864605.548269 args_parse_flag_argument: -p = (repeat)
1777864605.548270 args_parse_flags: next -I1
1777864605.548271 args_parse_flag_argument: -I = 1
1777864605.548273 args_parse: flags end at 3 of 4
1777864605.548274 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1777864605.548277 cmd_parse_build_commands: command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" }
1777864605.548279 args_parse_flags: next -Tcopy-mode
1777864605.548280 args_parse_flag_argument: -T = copy-mode
1777864605.548281 args_parse_flags: next M-1
1777864605.548282 args_parse: flags end at 2 of 4
1777864605.548283 args_parse: 2 = M-1 (type STRING)
1777864605.548289 args_parse: 3 = command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
